Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop
1,100,80,50,7.5,600,20,15
1,105,80,50,7.5,600,20,15
1,110,80,50,7.5,600,20,15
1,115,80,50,7.5,600,20,15
1,120,80,50,7.5,600,20,15
1,100,60,60,6.0,700,25,15
1,105,60,60,6.0,700,25,15
1,110,60,60,6.0,700,25,15
1,115,60,60,6.0,700,25,15
1,120,60,60,6.0,700,25,15
1,100,65,40,6.5,800,15,15
1,105,65,40,6.5,800,15,15
1,110,65,40,6.5,800,15,15
1,115,65,40,6.5,800,15,15
1,120,65,40,6.5,800,15,15
1,100,70,45,7.0,900,20,15
1,105,70,45,7.0,900,20,15
1,110,70,45,7.0,900,20,15
1,115,70,45,7.0,900,20,15
1,120,70,45,7.0,900,20,15
1,100,75,50,7.5,1000,25,15
1,105,75,50,7.5,1000,25,15
1,110,75,50,7.5,1000,25,15
1,115,75,50,7.5,1000,25,15
1,120,75,50,7.5,1000,25,15
1,100,80,55,6.0,500,15,15
1,105,80,55,6.0,500,15,15
1,110,80,55,6.0,500,15,15
1,115,80,55,6.0,500,15,15
1,120,80,55,6.0,500,15,15
1,100,40,40,6.0,500,15,15
1,105,40,40,6.0,500,15,15
1,110,40,40,6.0,500,15,15
1,115,40,40,6.0,500,15,15
1,120,40,40,6.0,500,15,15
1,100,45,45,6.5,600,20,15
1,105,45,45,6.5,600,20,15
1,110,45,45,6.5,600,20,15
1,115,45,45,6.5,600,20,15
1,120,45,45,6.5,600,20,15
1,100,50,50,7.0,700,25,15
1,105,50,50,7.0,700,25,15
1,110,50,50,7.0,700,25,15
1,115,50,50,7.0,700,25,15
1,120,50,50,7.0,700,25,15
1,100,55,55,7.5,800,15,15
1,105,55,55,7.5,800,15,15
1,110,55,55,7.5,800,15,15
1,115,55,55,7.5,800,15,15
1,120,55,55,7.5,800,15,15
1,100,60,60,6.0,900,20,15
1,105,60,60,6.0,900,20,15
1,110,60,60,6.0,900,20,15
1,115,60,60,6.0,900,20,15
1,120,60,60,6.0,900,20,15
1,100,40,45,6.5,1000,25,15
1,105,40,45,6.5,1000,25,15
1,110,40,45,6.5,1000,25,15
1,115,40,45,6.5,1000,25,15
1,120,40,45,6.5,1000,25,15
1,100,45,50,7.0,500,15,15
1,105,45,50,7.0,500,15,15
1,110,45,50,7.0,500,15,15
1,115,45,50,7.0,500,15,15
1,120,45,50,7.0,500,15,15
1,100,50,55,7.5,600,20,15
1,105,50,55,7.5,600,20,15
1,110,50,55,7.5,600,20,15
1,115,50,55,7.5,600,20,15
1,120,50,55,7.5,600,20,15
1,100,55,60,6.0,700,25,15
1,105,55,60,6.0,700,25,15
1,110,55,60,6.0,700,25,15
1,115,55,60,6.0,700,25,15
1,120,55,60,6.0,700,25,15
1,100,60,40,6.5,800,15,15
1,105,60,40,6.5,800,15,15
1,110,60,40,6.5,800,15,15
1,115,60,40,6.5,800,15,15
1,120,60,40,6.5,800,15,15
1,100,40,50,7.0,900,20,15
1,105,40,50,7.0,900,20,15
1,110,40,50,7.0,900,20,15
1,115,40,50,7.0,900,20,15
1,120,40,50,7.0,900,20,15
1,100,45,55,7.5,1000,25,15
1,105,45,55,7.5,1000,25,15
1,110,45,55,7.5,1000,25,15
1,115,45,55,7.5,1000,25,15
1,120,45,55,7.5,1000,25,15
1,100,50,60,6.0,500,15,15
1,105,50,60,6.0,500,15,15
1,110,50,60,6.0,500,15,15
1,115,50,60,6.0,500,15,15
1,120,50,60,6.0,500,15,15
1,100,55,40,6.5,600,20,15
1,105,55,40,6.5,600,20,15
1,110,55,40,6.5,600,20,15
1,115,55,40,6.5,600,20,15
1,120,55,40,6.5,600,20,15
1,100,60,45,7.0,700,25,15
1,105,60,45,7.0,700,25,15
1,110,60,45,7.0,700,25,15
1,115,60,45,7.0,700,25,15
1,120,60,45,7.0,700,25,15
1,100,40,55,7.5,800,15,15
1,105,40,55,7.5,800,15,15
1,110,40,55,7.5,800,15,15
1,115,40,55,7.5,800,15,15
1,120,40,55,7.5,800,15,15
1,100,45,60,6.0,900,20,15
1,105,45,60,6.0,900,20,15
1,110,45,60,6.0,900,20,15
1,115,45,60,6.0,900,20,15
1,120,45,60,6.0,900,20,15
1,100,50,40,6.5,1000,25,15
1,105,50,40,6.5,1000,25,15
1,110,50,40,6.5,1000,25,15
1,115,50,40,6.5,1000,25,15
1,120,50,40,6.5,1000,25,15
1,100,55,45,7.0,500,15,15
1,105,55,45,7.0,500,15,15
1,110,55,45,7.0,500,15,15
1,115,55,45,7.0,500,15,15
1,120,55,45,7.0,500,15,15
1,100,60,50,7.5,600,20,15
1,105,60,50,7.5,600,20,15
1,110,60,50,7.5,600,20,15
1,115,60,50,7.5,600,20,15
1,120,60,50,7.5,600,20,15
1,100,40,60,6.0,700,25,15
1,105,40,60,6.0,700,25,15
1,110,40,60,6.0,700,25,15
1,115,40,60,6.0,700,25,15
1,120,40,60,6.0,700,25,15
1,100,45,40,6.5,800,15,15
1,105,45,40,6.5,800,15,15
1,110,45,40,6.5,800,15,15
1,115,45,40,6.5,800,15,15
1,120,45,40,6.5,800,15,15
1,100,50,45,7.0,900,20,15
1,105,50,45,7.0,900,20,15
1,110,50,45,7.0,900,20,15
1,115,50,45,7.0,900,20,15
1,120,50,45,7.0,900,20,15
1,100,55,50,7.5,1000,25,15
1,105,55,50,7.5,1000,25,15
1,110,55,50,7.5,1000,25,15
1,115,55,50,7.5,1000,25,15
1,120,55,50,7.5,1000,25,15
1,100,60,55,6.0,500,15,15
1,105,60,55,6.0,500,15,15
1,110,60,55,6.0,500,15,15
1,115,60,55,6.0,500,15,15
1,120,60,55,6.0,500,15,15
1,60,40,40,6.0,500,15,15
1,65,40,40,6.0,500,15,15
1,70,40,40,6.0,500,15,15
1,75,40,40,6.0,500,15,15
1,80,40,40,6.0,500,15,15
1,85,40,40,6.0,500,15,15
1,90,40,40,6.0,500,15,15
1,95,40,40,6.0,500,15,15
1,100,40,40,6.0,500,15,15
1,60,45,45,6.5,600,20,15
1,65,45,45,6.5,600,20,15
1,70,45,45,6.5,600,20,15
1,75,45,45,6.5,600,20,15
1,80,45,45,6.5,600,20,15
1,85,45,45,6.5,600,20,15
1,90,45,45,6.5,600,20,15
1,95,45,45,6.5,600,20,15
1,100,45,45,6.5,600,20,15
1,60,55,55,7.0,700,25,15
1,65,55,55,7.0,700,25,15
1,70,55,55,7.0,700,25,15
1,75,55,55,7.0,700,25,15
1,80,55,55,7.0,700,25,15
1,85,55,55,7.0,700,25,15
1,90,55,55,7.0,700,25,15
1,95,55,55,7.0,700,25,15
1,100,55,55,7.0,700,25,15
1,60,60,60,7.5,800,15,15
1,65,60,60,7.5,800,15,15
1,70,60,60,7.5,800,15,15
1,75,60,60,7.5,800,15,15
1,80,60,60,7.5,800,15,15
1,85,60,60,7.5,800,15,15
1,90,60,60,7.5,800,15,15
1,95,60,60,7.5,800,15,15
1,100,60,60,7.5,800,15,15
1,60,40,45,6.0,900,20,15
1,65,40,45,6.0,900,20,15
1,70,40,45,6.0,900,20,15
1,75,40,45,6.0,900,20,15
1,80,40,45,6.0,900,20,15
1,85,40,45,6.0,900,20,15
1,90,40,45,6.0,900,20,15
1,95,40,45,6.0,900,20,15
1,100,40,45,6.0,900,20,15
1,60,45,50,6.5,1000,25,15
1,65,45,50,6.5,1000,25,15
1,70,45,50,6.5,1000,25,15
1,75,45,50,6.5,1000,25,15
1,80,45,50,6.5,1000,25,15
1,85,45,50,6.5,1000,25,15
1,90,45,50,6.5,1000,25,15
1,95,45,50,6.5,1000,25,15
1,100,45,50,6.5,1000,25,15
1,60,55,60,7.0,500,15,15
1,65,55,60,7.0,500,15,15
1,70,55,60,7.0,500,15,15
1,75,55,60,7.0,500,15,15
1,80,55,60,7.0,500,15,15
1,85,55,60,7.0,500,15,15
1,90,55,60,7.0,500,15,15
1,95,55,60,7.0,500,15,15
1,100,55,60,7.0,500,15,15
1,60,40,50,7.5,600,20,15
1,65,40,50,7.5,600,20,15
1,70,40,50,7.5,600,20,15
1,75,40,50,7.5,600,20,15
1,80,40,50,7.5,600,20,15
1,85,40,50,7.5,600,20,15
1,90,40,50,7.5,600,20,15
1,95,40,50,7.5,600,20,15
1,100,40,50,7.5,600,20,15
1,60,50,60,6.0,700,25,15
1,65,50,60,6.0,700,25,15
1,70,50,60,6.0,700,25,15
1,75,50,60,6.0,700,25,15
1,80,50,60,6.0,700,25,15
1,85,50,60,6.0,700,25,15
1,90,50,60,6.0,700,25,15
1,95,50,60,6.0,700,25,15
1,100,50,60,6.0,700,25,15
1,60,55,40,6.5,800,15,15
1,65,55,40,6.5,800,15,15
1,70,55,40,6.5,800,15,15
1,75,55,40,6.5,800,15,15
1,80,55,40,6.5,800,15,15
1,85,55,40,6.5,800,15,15
1,90,55,40,6.5,800,15,15
1,95,55,40,6.5,800,15,15
1,100,55,40,6.5,800,15,15
1,60,60,45,7.0,900,20,15
1,65,60,45,7.0,900,20,15
1,70,60,45,7.0,900,20,15
1,75,60,45,7.0,900,20,15
1,80,60,45,7.0,900,20,15
1,85,60,45,7.0,900,20,15
1,90,60,45,7.0,900,20,15
1,95,60,45,7.0,900,20,15
1,100,60,45,7.0,900,20,15
1,60,40,55,7.5,1000,25,15
1,65,40,55,7.5,1000,25,15
1,70,40,55,7.5,1000,25,15
1,75,40,55,7.5,1000,25,15
1,80,40,55,7.5,1000,25,15
1,85,40,55,7.5,1000,25,15
1,90,40,55,7.5,1000,25,15
1,95,40,55,7.5,1000,25,15
1,100,40,55,7.5,1000,25,15
1,60,45,60,6.0,500,15,15
1,65,45,60,6.0,500,15,15
1,70,45,60,6.0,500,15,15
1,75,45,60,6.0,500,15,15
1,80,45,60,6.0,500,15,15
1,85,45,60,6.0,500,15,15
1,90,45,60,6.0,500,15,15
1,95,45,60,6.0,500,15,15
1,100,45,60,6.0,500,15,15
1,60,50,40,6.5,600,20,15
1,65,50,40,6.5,600,20,15
1,70,50,40,6.5,600,20,15
1,75,50,40,6.5,600,20,15
1,80,50,40,6.5,600,20,15
1,85,50,40,6.5,600,20,15
1,90,50,40,6.5,600,20,15
1,95,50,40,6.5,600,20,15
1,100,50,40,6.5,600,20,15
1,60,55,45,7.0,700,25,15
1,65,55,45,7.0,700,25,15
1,70,55,45,7.0,700,25,15
1,75,55,45,7.0,700,25,15
1,80,55,45,7.0,700,25,15
1,85,55,45,7.0,700,25,15
1,90,55,45,7.0,700,25,15
1,95,55,45,7.0,700,25,15
1,100,55,45,7.0,700,25,15
1,60,60,50,7.5,800,15,15
1,65,60,50,7.5,800,15,15
1,70,60,50,7.5,800,15,15
1,75,60,50,7.5,800,15,15
1,80,60,50,7.5,800,15,15
1,85,60,50,7.5,800,15,15
1,90,60,50,7.5,800,15,15
1,95,60,50,7.5,800,15,15
1,100,60,50,7.5,800,15,15
1,60,40,60,6.0,900,20,15
1,65,40,60,6.0,900,20,15
1,70,40,60,6.0,900,20,15
1,75,40,60,6.0,900,20,15
1,80,40,60,6.0,900,20,15
1,85,40,60,6.0,900,20,15
1,90,40,60,6.0,900,20,15
1,95,40,60,6.0,900,20,15
1,100,40,60,6.0,900,20,15
1,60,45,40,6.5,1000,25,15
1,65,45,40,6.5,1000,25,15
1,70,45,40,6.5,1000,25,15
1,75,45,40,6.5,1000,25,15
1,80,45,40,6.5,1000,25,15
1,85,45,40,6.5,1000,25,15
1,90,45,40,6.5,1000,25,15
1,95,45,40,6.5,1000,25,15
1,100,45,40,6.5,1000,25,15
1,60,50,45,7.0,500,15,15
1,65,50,45,7.0,500,15,15
1,70,50,45,7.0,500,15,15
1,75,50,45,7.0,500,15,15
1,80,50,45,7.0,500,15,15
1,85,50,45,7.0,500,15,15
1,90,50,45,7.0,500,15,15
1,95,50,45,7.0,500,15,15
1,100,50,45,7.0,500,15,15
1,60,55,50,7.5,600,20,15
1,65,55,50,7.5,600,20,15
1,70,55,50,7.5,600,20,15
1,75,55,50,7.5,600,20,15
1,80,55,50,7.5,600,20,15
1,85,55,50,7.5,600,20,15
1,90,55,50,7.5,600,20,15
1,95,55,50,7.5,600,20,15
1,100,55,50,7.5,600,20,15
1,60,60,55,6.0,700,25,15
1,65,60,55,6.0,700,25,15
1,70,60,55,6.0,700,25,15
1,75,60,55,6.0,700,25,15
1,80,60,55,6.0,700,25,15
1,85,60,55,6.0,700,25,15
1,90,60,55,6.0,700,25,15
1,95,60,55,6.0,700,25,15
1,100,60,55,6.0,700,25,15
0,20,30,20,6.0,500,25,4
0,25,30,20,6.0,500,25,4
0,30,30,20,6.0,500,25,4
0,20,35,25,6.5,600,30,4
0,25,35,25,6.5,600,30,4
0,30,35,25,6.5,600,30,4
0,20,40,20,7.0,500,25,4
0,25,40,20,7.0,500,25,4
0,30,40,20,7.0,500,25,4
0,20,30,25,7.5,600,30,4
0,25,30,25,7.5,600,30,4
0,30,30,25,7.5,600,30,4
0,20,35,20,6.0,500,25,4
0,25,35,20,6.0,500,25,4
0,30,35,20,6.0,500,25,4
0,20,40,25,6.5,600,30,4
0,25,40,25,6.5,600,30,4
0,30,40,25,6.5,600,30,4
0,50,25,30,6.0,500,25,4
0,55,25,30,6.0,500,25,4
0,60,25,30,6.0,500,25,4
0,50,30,35,6.5,600,30,4
0,55,30,35,6.5,600,30,4
0,60,30,35,6.5,600,30,4
0,50,25,40,7.0,500,25,4
0,55,25,40,7.0,500,25,4
0,60,25,40,7.0,500,25,4
0,50,30,30,7.5,600,30,4
0,55,30,30,7.5,600,30,4
0,60,30,30,7.5,600,30,4
0,50,25,35,6.0,500,25,4
0,55,25,35,6.0,500,25,4
0,60,25,35,6.0,500,25,4
0,50,30,40,6.5,600,30,4
0,55,30,40,6.5,600,30,4
0,60,30,40,6.5,600,30,4
0,40,20,20,5.5,500,25,4
0,45,20,20,5.5,500,25,4
0,50,20,20,5.5,500,25,4
0,40,30,30,6.0,600,30,4
0,45,30,30,6.0,600,30,4
0,50,30,30,6.0,600,30,4
0,40,20,30,6.5,500,25,4
0,45,20,30,6.5,500,25,4
0,50,20,30,6.5,500,25,4
0,40,30,20,7.0,600,30,4
0,45,30,20,7.0,600,30,4
0,50,30,20,7.0,600,30,4
1,120,60,40,6.0,500,20,6
1,125,60,40,6.0,500,20,6
1,130,60,40,6.0,500,20,6
1,135,60,40,6.0,500,20,6
1,140,60,40,6.0,500,20,6
1,145,60,40,6.0,500,20,6
1,150,60,40,6.0,500,20,6
1,120,65,45,6.5,600,25,6
1,125,65,45,6.5,600,25,6
1,130,65,45,6.5,600,25,6
1,135,65,45,6.5,600,25,6
1,140,65,45,6.5,600,25,6
1,145,65,45,6.5,600,25,6
1,150,65,45,6.5,600,25,6
1,120,70,50,7.0,700,30,6
1,125,70,50,7.0,700,30,6
1,130,70,50,7.0,700,30,6
1,135,70,50,7.0,700,30,6
1,140,70,50,7.0,700,30,6
1,145,70,50,7.0,700,30,6
1,150,70,50,7.0,700,30,6
1,120,75,55,7.5,500,20,6
1,125,75,55,7.5,500,20,6
1,130,75,55,7.5,500,20,6
1,135,75,55,7.5,500,20,6
1,140,75,55,7.5,500,20,6
1,145,75,55,7.5,500,20,6
1,150,75,55,7.5,500,20,6
1,120,80,60,6.0,600,25,6
1,125,80,60,6.0,600,25,6
1,130,80,60,6.0,600,25,6
1,135,80,60,6.0,600,25,6
1,140,80,60,6.0,600,25,6
1,145,80,60,6.0,600,25,6
1,150,80,60,6.0,600,25,6
1,120,60,45,6.5,700,30,6
1,125,60,45,6.5,700,30,6
1,130,60,45,6.5,700,30,6
1,135,60,45,6.5,700,30,6
1,140,60,45,6.5,700,30,6
1,145,60,45,6.5,700,30,6
1,150,60,45,6.5,700,30,6
1,120,65,50,7.0,500,20,6
1,125,65,50,7.0,500,20,6
1,130,65,50,7.0,500,20,6
1,135,65,50,7.0,500,20,6
1,140,65,50,7.0,500,20,6
1,145,65,50,7.0,500,20,6
1,150,65,50,7.0,500,20,6
1,120,70,55,7.5,600,25,6
1,125,70,55,7.5,600,25,6
1,130,70,55,7.5,600,25,6
1,135,70,55,7.5,600,25,6
1,140,70,55,7.5,600,25,6
1,145,70,55,7.5,600,25,6
1,150,70,55,7.5,600,25,6
1,120,75,60,6.0,700,30,6
1,125,75,60,6.0,700,30,6
1,130,75,60,6.0,700,30,6
1,135,75,60,6.0,700,30,6
1,140,75,60,6.0,700,30,6
1,145,75,60,6.0,700,30,6
1,150,75,60,6.0,700,30,6
1,120,80,40,6.5,500,20,6
1,125,80,40,6.5,500,20,6
1,130,80,40,6.5,500,20,6
1,135,80,40,6.5,500,20,6
1,140,80,40,6.5,500,20,6
1,145,80,40,6.5,500,20,6
1,150,80,40,6.5,500,20,6
1,120,60,50,7.0,600,25,6
1,125,60,50,7.0,600,25,6
1,130,60,50,7.0,600,25,6
1,135,60,50,7.0,600,25,6
1,140,60,50,7.0,600,25,6
1,145,60,50,7.0,600,25,6
1,150,60,50,7.0,600,25,6
1,120,65,55,7.5,700,30,6
1,125,65,55,7.5,700,30,6
1,130,65,55,7.5,700,30,6
1,135,65,55,7.5,700,30,6
1,140,65,55,7.5,700,30,6
1,145,65,55,7.5,700,30,6
1,150,65,55,7.5,700,30,6
1,120,70,60,6.0,500,20,6
1,125,70,60,6.0,500,20,6
1,130,70,60,6.0,500,20,6
1,135,70,60,6.0,500,20,6
1,140,70,60,6.0,500,20,6
1,145,70,60,6.0,500,20,6
1,150,70,60,6.0,500,20,6
1,120,75,40,6.5,600,25,6
1,125,75,40,6.5,600,25,6
1,130,75,40,6.5,600,25,6
1,135,75,40,6.5,600,25,6
1,140,75,40,6.5,600,25,6
1,145,75,40,6.5,600,25,6
1,150,75,40,6.5,600,25,6
1,120,80,45,7.0,700,30,6
1,125,80,45,7.0,700,30,6
1,130,80,45,7.0,700,30,6
1,135,80,45,7.0,700,30,6
1,140,80,45,7.0,700,30,6
1,145,80,45,7.0,700,30,6
1,150,80,45,7.0,700,30,6
1,120,60,55,7.5,500,20,6
1,125,60,55,7.5,500,20,6
1,130,60,55,7.5,500,20,6
1,135,60,55,7.5,500,20,6
1,140,60,55,7.5,500,20,6
1,145,60,55,7.5,500,20,6
1,150,60,55,7.5,500,20,6
1,120,65,60,6.0,600,25,6
1,125,65,60,6.0,600,25,6
1,130,65,60,6.0,600,25,6
1,135,65,60,6.0,600,25,6
1,140,65,60,6.0,600,25,6
1,145,65,60,6.0,600,25,6
1,150,65,60,6.0,600,25,6
1,120,70,40,6.5,700,30,6
1,125,70,40,6.5,700,30,6
1,130,70,40,6.5,700,30,6
1,135,70,40,6.5,700,30,6
1,140,70,40,6.5,700,30,6
1,145,70,40,6.5,700,30,6
1,150,70,40,6.5,700,30,6
1,120,75,45,7.0,500,20,6
1,125,75,45,7.0,500,20,6
1,130,75,45,7.0,500,20,6
1,135,75,45,7.0,500,20,6
1,140,75,45,7.0,500,20,6
1,145,75,45,7.0,500,20,6
1,150,75,45,7.0,500,20,6
1,120,80,50,7.5,600,25,6
1,125,80,50,7.5,600,25,6
1,130,80,50,7.5,600,25,6
1,135,80,50,7.5,600,25,6
1,140,80,50,7.5,600,25,6
1,145,80,50,7.5,600,25,6
1,150,80,50,7.5,600,25,6
1,120,60,60,6.0,700,30,6
1,125,60,60,6.0,700,30,6
1,130,60,60,6.0,700,30,6
1,135,60,60,6.0,700,30,6
1,140,60,60,6.0,700,30,6
1,145,60,60,6.0,700,30,6
1,150,60,60,6.0,700,30,6
1,120,65,40,6.5,500,20,6
1,125,65,40,6.5,500,20,6
1,130,65,40,6.5,500,20,6
1,135,65,40,6.5,500,20,6
1,140,65,40,6.5,500,20,6
1,145,65,40,6.5,500,20,6
1,150,65,40,6.5,500,20,6
1,120,70,45,7.0,600,25,6
1,125,70,45,7.0,600,25,6
1,130,70,45,7.0,600,25,6
1,135,70,45,7.0,600,25,6
1,140,70,45,7.0,600,25,6
1,145,70,45,7.0,600,25,6
1,150,70,45,7.0,600,25,6
1,120,75,50,7.5,700,30,6
1,125,75,50,7.5,700,30,6
1,130,75,50,7.5,700,30,6
1,135,75,50,7.5,700,30,6
1,140,75,50,7.5,700,30,6
1,145,75,50,7.5,700,30,6
1,150,75,50,7.5,700,30,6
1,120,80,55,6.0,500,20,6
1,125,80,55,6.0,500,20,6
1,130,80,55,6.0,500,20,6
1,135,80,55,6.0,500,20,6
1,140,80,55,6.0,500,20,6
1,145,80,55,6.0,500,20,6
1,150,80,55,6.0,500,20,6
4,40,20,20,5.5,300,20,12
4,45,20,20,5.5,300,20,12
4,50,20,20,5.5,300,20,12
4,40,25,25,6.0,400,25,12
4,45,25,25,6.0,400,25,12
4,50,25,25,6.0,400,25,12
4,40,30,30,6.5,300,30,12
4,45,30,30,6.5,300,30,12
4,50,30,30,6.5,300,30,12
4,40,20,25,5.5,400,20,12
4,45,20,25,5.5,400,20,12
4,50,20,25,5.5,400,20,12
4,40,25,30,6.0,300,25,12
4,45,25,30,6.0,300,25,12
4,50,25,30,6.0,300,25,12
4,40,30,20,6.5,400,30,12
4,45,30,20,6.5,400,30,12
4,50,30,20,6.5,400,30,12
4,40,20,30,5.5,300,20,12
4,45,20,30,5.5,300,20,12
4,50,20,30,5.5,300,20,12
4,40,25,20,6.0,400,25,12
4,45,25,20,6.0,400,25,12
4,50,25,20,6.0,400,25,12
4,40,30,25,6.5,300,30,12
4,45,30,25,6.5,300,30,12
4,50,30,25,6.5,300,30,12
1,20,30,20,6.0,800,20,14
1,25,30,20,6.0,800,20,14
1,30,30,20,6.0,800,20,14
1,20,35,25,6.5,900,25,14
1,25,35,25,6.5,900,25,14
1,30,35,25,6.5,900,25,14
1,20,40,30,7.0,1000,20,14
1,25,40,30,7.0,1000,20,14
1,30,40,30,7.0,1000,20,14
1,20,30,25,6.0,800,25,14
1,25,30,25,6.0,800,25,14
1,30,30,25,6.0,800,25,14
1,20,35,30,6.5,900,20,14
1,25,35,30,6.5,900,20,14
1,30,35,30,6.5,900,20,14
1,20,40,20,7.0,1000,25,14
1,25,40,20,7.0,1000,25,14
1,30,40,20,7.0,1000,25,14
1,20,30,30,6.0,800,20,14
1,25,30,30,6.0,800,20,14
1,30,30,30,6.0,800,20,14
1,20,35,20,6.5,900,25,14
1,25,35,20,6.5,900,25,14
1,30,35,20,6.5,900,25,14
1,20,40,25,7.0,1000,20,14
1,25,40,25,7.0,1000,20,14
1,30,40,25,7.0,1000,20,14
2,20,10,5,6.0,600,25,8
2,25,10,5,6.0,600,25,8
2,30,10,5,6.0,600,25,8
2,20,15,10,6.5,700,30,8
2,25,15,10,6.5,700,30,8
2,30,15,10,6.5,700,30,8
2,20,20,15,7.0,800,35,8
2,25,20,15,7.0,800,35,8
2,30,20,15,7.0,800,35,8
2,20,10,10,6.0,600,25,8
2,25,10,10,6.0,600,25,8
2,30,10,10,6.0,600,25,8
2,20,15,15,6.5,700,30,8
2,25,15,15,6.5,700,30,8
2,30,15,15,6.5,700,30,8
2,20,20,5,7.0,800,35,8
2,25,20,5,7.0,800,35,8
2,30,20,5,7.0,800,35,8
2,20,10,15,6.0,600,25,8
2,25,10,15,6.0,600,25,8
2,30,10,15,6.0,600,25,8
2,20,15,5,6.5,700,30,8
2,25,15,5,6.5,700,30,8
2,30,15,5,6.5,700,30,8
2,20,20,10,7.0,800,35,8
2,25,20,10,7.0,800,35,8
2,30,20,10,7.0,800,35,8
0,40,25,10,6.0,600,20,2
0,45,25,10,6.0,600,20,2
0,50,25,10,6.0,600,20,2
0,40,30,15,6.5,700,25,2
0,45,30,15,6.5,700,25,2
0,50,30,15,6.5,700,25,2
0,40,25,15,6.0,600,20,2
0,45,25,15,6.0,600,20,2
0,50,25,15,6.0,600,20,2
0,40,30,10,6.5,700,25,2
0,45,30,10,6.5,700,25,2
0,50,30,10,6.5,700,25,2
3,40,20,20,6.0,600,20,7
3,45,20,20,6.0,600,20,7
3,50,20,20,6.0,600,20,7
3,40,25,25,6.5,700,25,7
3,45,25,25,6.5,700,25,7
3,50,25,25,6.5,700,25,7
3,40,20,25,6.0,600,20,7
3,45,20,25,6.0,600,20,7
3,50,20,25,6.0,600,20,7
3,40,25,20,6.5,700,25,7
3,45,25,20,6.5,700,25,7
3,50,25,20,6.5,700,25,7
0,100,60,60,7.5,500,10,0
0,105,60,60,7.5,500,10,0
0,110,60,60,7.5,500,10,0
0,115,60,60,7.5,500,10,0
0,120,60,60,7.5,500,10,0
0,100,65,65,8.0,600,15,0
0,105,65,65,8.0,600,15,0
0,110,65,65,8.0,600,15,0
0,115,65,65,8.0,600,15,0
0,120,65,65,8.0,600,15,0
0,100,70,70,8.5,500,20,0
0,105,70,70,8.5,500,20,0
0,110,70,70,8.5,500,20,0
0,115,70,70,8.5,500,20,0
0,120,70,70,8.5,500,20,0
0,100,75,75,7.5,600,25,0
0,105,75,75,7.5,600,25,0
0,110,75,75,7.5,600,25,0
0,115,75,75,7.5,600,25,0
0,120,75,75,7.5,600,25,0
0,100,80,80,8.0,500,30,0
0,105,80,80,8.0,500,30,0
0,110,80,80,8.0,500,30,0
0,115,80,80,8.0,500,30,0
0,120,80,80,8.0,500,30,0
0,100,60,65,8.5,600,10,0
0,105,60,65,8.5,600,10,0
0,110,60,65,8.5,600,10,0
0,115,60,65,8.5,600,10,0
0,120,60,65,8.5,600,10,0
0,100,65,70,7.5,500,15,0
0,105,65,70,7.5,500,15,0
0,110,65,70,7.5,500,15,0
0,115,65,70,7.5,500,15,0
0,120,65,70,7.5,500,15,0
0,100,70,75,8.0,600,20,0
0,105,70,75,8.0,600,20,0
0,110,70,75,8.0,600,20,0
0,115,70,75,8.0,600,20,0
0,120,70,75,8.0,600,20,0
0,100,75,80,8.5,500,25,0
0,105,75,80,8.5,500,25,0
0,110,75,80,8.5,500,25,0
0,115,75,80,8.5,500,25,0
0,120,75,80,8.5,500,25,0
0,100,80,60,7.5,600,30,0
0,105,80,60,7.5,600,30,0
0,110,80,60,7.5,600,30,0
0,115,80,60,7.5,600,30,0
0,120,80,60,7.5,600,30,0
0,100,60,70,8.0,500,10,0
0,105,60,70,8.0,500,10,0
0,110,60,70,8.0,500,10,0
0,115,60,70,8.0,500,10,0
0,120,60,70,8.0,500,10,0
0,100,65,75,8.5,600,15,0
0,105,65,75,8.5,600,15,0
0,110,65,75,8.5,600,15,0
0,115,65,75,8.5,600,15,0
0,120,65,75,8.5,600,15,0
0,100,70,80,7.5,500,20,0
0,105,70,80,7.5,500,20,0
0,110,70,80,7.5,500,20,0
0,115,70,80,7.5,500,20,0
0,120,70,80,7.5,500,20,0
0,100,75,60,8.0,600,25,0
0,105,75,60,8.0,600,25,0
0,110,75,60,8.0,600,25,0
0,115,75,60,8.0,600,25,0
0,120,75,60,8.0,600,25,0
0,100,80,65,8.5,500,30,0
0,105,80,65,8.5,500,30,0
0,110,80,65,8.5,500,30,0
0,115,80,65,8.5,500,30,0
0,120,80,65,8.5,500,30,0
0,100,60,75,7.5,600,10,0
0,105,60,75,7.5,600,10,0
0,110,60,75,7.5,600,10,0
0,115,60,75,7.5,600,10,0
0,120,60,75,7.5,600,10,0
0,100,65,80,8.0,500,15,0
0,105,65,80,8.0,500,15,0
0,110,65,80,8.0,500,15,0
0,115,65,80,8.0,500,15,0
0,120,65,80,8.0,500,15,0
0,100,70,60,8.5,600,20,0
0,105,70,60,8.5,600,20,0
0,110,70,60,8.5,600,20,0
0,115,70,60,8.5,600,20,0
0,120,70,60,8.5,600,20,0
0,100,75,65,7.5,500,25,0
0,105,75,65,7.5,500,25,0
0,110,75,65,7.5,500,25,0
0,115,75,65,7.5,500,25,0
0,120,75,65,7.5,500,25,0
0,100,80,70,8.0,600,30,0
0,105,80,70,8.0,600,30,0
0,110,80,70,8.0,600,30,0
0,115,80,70,8.0,600,30,0
0,120,80,70,8.0,600,30,0
